"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043200","response to amino acid","5/84","240/28928",0.0208333333333333,7.17460317460317,5.18356004913704,0.000683051824638458,0.00631369584809619,0.00389724492399679,"Gria1/Hpca/Kcnb1/Ntrk2/Sst",5
"GO:0006906","vesicle fusion","4/84","137/28928",0.0291970802919708,10.054918317692,5.73297493745727,0.000692737443961501,0.00637501550852676,0.00393509561257982,"Cplx1/Cplx2/Snap25/Syt5",4
"GO:0010976","positive regulation of neuron projection development","5/84","241/28928",0.020746887966805,7.14483303694922,5.16939405464438,0.000695950589323316,0.00637649465393161,0.00393600864229484,"Cux2/Itpka/Ntrk2/Ptk2b/Stau2",5
"GO:1900271","regulation of long-term synaptic potentiation","3/84","60/28928",0.05,17.2190476190476,6.7866620443674,0.000717235064278565,0.00654281244226167,0.00403867135711902,"Arc/Nrgn/Pak1",3
"GO:0090174","organelle membrane fusion","4/84","139/28928",0.0287769784172662,9.91024323398424,5.68260235960914,0.000731336512790687,0.00664244337052063,0.00410017038063429,"Cplx1/Cplx2/Snap25/Syt5",4
"GO:0031915","positive regulation of synaptic plasticity","2/84","14/28928",0.142857142857143,49.1972789115646,9.73410545110266,0.00074119065566089,0.00664526729474506,0.00410191349981744,"Cplx2/Neurod2",2
"GO:0071257","cellular response to electrical stimulus","2/84","14/28928",0.142857142857143,49.1972789115646,9.73410545110266,0.00074119065566089,0.00664526729474506,0.00410191349981744,"Hpca/Neurod2",2
"GO:1901950","dense core granule transport","2/84","14/28928",0.142857142857143,49.1972789115646,9.73410545110266,0.00074119065566089,0.00664526729474506,0.00410191349981744,"Kif5a/Ppfia2",2
"GO:0043271","negative regulation of monoatomic ion transport","4/84","141/28928",0.0283687943262411,9.76967240797028,5.63324085531862,0.000771433470972274,0.00688685692675676,0.0042510391450339,"Ppp3ca/Ppp3r1/Prkce/Ptk2b",4
"GO:0045664","regulation of neuron differentiation","5/84","247/28928",0.0202429149797571,6.97127433969539,5.08606555783915,0.000777213565287502,0.00690893250164082,0.00426466569978585,"Lrrk2/Neurod2/Numb/Prox1/Rgs6",5
"GO:0021987","cerebral cortex development","4/84","143/28928",0.027972027972028,9.63303363303363,5.58485538710329,0.00081306037731641,0.00719696240768635,0.00444245745857539,"Atp1a3/Gria1/Ntrk2/Tbr1",4
"GO:2000300","regulation of synaptic vesicle exocytosis","3/84","63/28928",0.0476190476190476,16.3990929705215,6.60302941848575,0.0008271254053861,0.00729056950148339,0.00450023815944025,"Lrrk2/Ppfia2/Syt5",3
"GO:0010811","positive regulation of cell-substrate adhesion","4/84","144/28928",0.0277777777777778,9.56613756613757,5.56101818179654,0.000834457589370607,0.00732429371510588,0.00452105505076954,"Edil3/Nrp1/Prkce/Ptk2b",4
"GO:0045176","apical protein localization","2/84","15/28928",0.133333333333333,45.9174603174603,9.39026484995824,0.000853607824797276,0.00736854027273351,0.00454836705253007,"Hcn1/Nckap1",2
"GO:0048755","branching morphogenesis of a nerve","2/84","15/28928",0.133333333333333,45.9174603174603,9.39026484995824,0.000853607824797276,0.00736854027273351,0.00454836705253007,"Epha7/Lrrk2",2
"GO:0071679","commissural neuron axon guidance","2/84","15/28928",0.133333333333333,45.9174603174603,9.39026484995824,0.000853607824797276,0.00736854027273351,0.00454836705253007,"Nfib/Nrp1",2
"GO:0090281","negative regulation of calcium ion import","2/84","15/28928",0.133333333333333,45.9174603174603,9.39026484995824,0.000853607824797276,0.00736854027273351,0.00454836705253007,"Ppp3ca/Ppp3r1",2
"GO:0021953","central nervous system neuron differentiation","5/84","253/28928",0.0197628458498024,6.80594767551289,5.0054746037467,0.000865368520578903,0.00741418362149929,0.00457654124931931,"Nfib/Nrp1/Ntrk2/Prox1/Tbr1",5
"GO:0019228","neuronal action potential","3/84","64/28928",0.046875,16.1428571428571,6.54460065822251,0.000865993682932421,0.00741418362149929,0.00457654124931931,"Gria1/Hcn1/Kcnma1",3
"GO:1903828","negative regulation of protein localization","5/84","254/28928",0.0196850393700787,6.77915260592426,4.99229773132012,0.00088075629930532,0.00750979554795434,0.004635559470028,"Kcnb1/Lrrk2/Numb/Ppp3ca/Vsnl1",5
"GO:0097305","response to alcohol","6/84","384/28928",0.015625,5.38095238095238,4.66380437863874,0.000895193938807251,0.00760096646051754,0.0046918363932045,"Arc/Gria1/Grin2b/Nr3c2/Prkce/Ptk2b",6
"GO:0042596","fear response","3/84","65/28928",0.0461538461538462,15.8945054945055,6.48747399513401,0.000906003182704101,0.00760096646051754,0.0046918363932045,"Atp1a3/Grin2b/Neurod2",3
"GO:0050850","positive regulation of calcium-mediated signaling","3/84","65/28928",0.0461538461538462,15.8945054945055,6.48747399513401,0.000906003182704101,0.00760096646051754,0.0046918363932045,"Neurod2/Ppp3ca/Ppp3r1",3
"GO:0099518","vesicle cytoskeletal trafficking","3/84","65/28928",0.0461538461538462,15.8945054945055,6.48747399513401,0.000906003182704101,0.00760096646051754,0.0046918363932045,"Kif5a/Ppfia2/Rasgrp1",3
"GO:0007623","circadian rhythm","5/84","257/28928",0.0194552529182879,6.7000185288123,4.95319021265586,0.000928145181918335,0.00775558114010961,0.00478727514884194,"Atp1a3/Btbd9/Kcnma1/Ntrk2/Prox1",5
"GO:0007411","axon guidance","5/84","258/28928",0.0193798449612403,6.67404946474714,4.94029316494938,0.000944355635055254,0.00782067913313504,0.00482745808273433,"Epha7/Kif5a/Nfib/Nrp1/Tbr1",5
"GO:0021872","forebrain generation of neurons","3/84","66/28928",0.0454545454545455,15.6536796536797,6.4316003046016,0.000947166979743018,0.00782067913313504,0.00482745808273433,"Nrp1/Prox1/Tbr1",3
"GO:0046676","negative regulation of insulin secretion","3/84","66/28928",0.0454545454545455,15.6536796536797,6.4316003046016,0.000947166979743018,0.00782067913313504,0.00482745808273433,"Kcnb1/Ppp3ca/Vsnl1",3
"GO:0097485","neuron projection guidance","5/84","259/28928",0.0193050193050193,6.64828093399522,4.92746441522009,0.00096077599968981,0.00788405759555959,0.00486657960472677,"Epha7/Kif5a/Nfib/Nrp1/Tbr1",5
"GO:0009404","toxin metabolic process","2/84","16/28928",0.125,43.047619047619,9.07874734042303,0.00097371319274982,0.00788405759555959,0.00486657960472677,"Pam/Prkce",2
"GO:0030007","intracellular potassium ion homeostasis","2/84","16/28928",0.125,43.047619047619,9.07874734042303,0.00097371319274982,0.00788405759555959,0.00486657960472677,"Atp1a3/Kcnma1",2
"GO:0046541","saliva secretion","2/84","16/28928",0.125,43.047619047619,9.07874734042303,0.00097371319274982,0.00788405759555959,0.00486657960472677,"Kcnma1/Ppp3ca",2
"GO:1903019","negative regulation of glycoprotein metabolic process","2/84","16/28928",0.125,43.047619047619,9.07874734042303,0.00097371319274982,0.00788405759555959,0.00486657960472677,"Cst3/Itm2b",2
"GO:0007528","neuromuscular junction development","3/84","67/28928",0.0447761194029851,15.4200426439232,6.37693302921498,0.000989498010818739,0.00791977526666799,0.00488862699436562,"Lin7a/Lrrk2/Pak1",3
"GO:0042220","response to cocaine","3/84","67/28928",0.0447761194029851,15.4200426439232,6.37693302921498,0.000989498010818739,0.00791977526666799,0.00488862699436562,"Arc/Gria1/Ptk2b",3
"GO:0097479","synaptic vesicle localization","3/84","67/28928",0.0447761194029851,15.4200426439232,6.37693302921498,0.000989498010818739,0.00791977526666799,0.00488862699436562,"Kif5a/Lin7a/Lrrk2",3
"GO:0009154","purine ribonucleotide catabolic process","4/84","151/28928",0.0264900662251656,9.12267423525702,5.40043009224171,0.000995509740705196,0.00793748033714945,0.00489955577486487,"Nudt4/Pde1a/Pfkp/Zbtb20",4
"GO:0051402","neuron apoptotic process","6/84","398/28928",0.0150753768844221,5.19167264895908,4.54403435745849,0.00107618465711892,0.00854809790388375,0.0052764707023041,"Epha7/Kcnb1/Kcnma1/Nrp1/Ntrk2/Ptk2b",6
"GO:1903532","positive regulation of secretion by cell","6/84","399/28928",0.0150375939849624,5.17866093805943,4.53569563785475,0.00109011264385151,0.00862592921593107,0.00532451351163516,"Grin2b/Kcnb1/Nnat/Prkce/Snap25/Vsnl1",6
"GO:0090277","positive regulation of peptide hormone secretion","4/84","155/28928",0.0258064516129032,8.88725038402458,5.31327753464332,0.00109674951934728,0.00864569715440179,0.00533671563535421,"Nnat/Prkce/Snap25/Vsnl1",4
"GO:1905664","regulation of calcium ion import across plasma membrane","2/84","17/28928",0.117647058823529,40.515406162465,8.79473891798757,0.00110146223381501,0.00865020528736672,0.00533949836336915,"Ppp3ca/Ppp3r1",2
"GO:0042551","neuron maturation","3/84","70/28928",0.0428571428571429,14.7591836734694,6.21973914764426,0.00112362181905992,0.00879118344575342,0.00542651972540271,"Kcnb1/Kcnma1/Lrrk2",3
"GO:1901136","carbohydrate derivative catabolic process","5/84","271/28928",0.018450184501845,6.35389211034967,4.77861999727407,0.00117481807737691,0.00915744389418044,0.00565260072579226,"Cst3/Nudt4/Pde1a/Pfkp/Zbtb20",5
"GO:0002793","positive regulation of peptide secretion","4/84","159/28928",0.0251572327044025,8.66367175801138,5.22921708768672,0.00120500897595021,0.00935785780951668,0.00577630990232442,"Nnat/Prkce/Snap25/Vsnl1",4
"GO:0009261","ribonucleotide catabolic process","4/84","160/28928",0.025,8.60952380952381,5.20866269293494,0.0012332007832184,0.00936375548916321,0.00577995035359398,"Nudt4/Pde1a/Pfkp/Zbtb20",4
"GO:0031958","nuclear receptor-mediated corticosteroid signaling pathway","2/84","18/28928",0.111111111111111,38.2645502645503,8.53437434163458,0.0012368106106931,0.00936375548916321,0.00577995035359398,"Nr3c2/Ntrk2",2
"GO:0033145","positive regulation of intracellular steroid hormone receptor signaling pathway","2/84","18/28928",0.111111111111111,38.2645502645503,8.53437434163458,0.0012368106106931,0.00936375548916321,0.00577995035359398,"Ntrk2/Pak1",2
"GO:0051152","positive regulation of smooth muscle cell differentiation","2/84","18/28928",0.111111111111111,38.2645502645503,8.53437434163458,0.0012368106106931,0.00936375548916321,0.00577995035359398,"Olfm2/Tmsb4x",2
"GO:0071696","ectodermal placode development","2/84","18/28928",0.111111111111111,38.2645502645503,8.53437434163458,0.0012368106106931,0.00936375548916321,0.00577995035359398,"Nrp1/Prox1",2
"GO:0098880","maintenance of postsynaptic specialization structure","2/84","18/28928",0.111111111111111,38.2645502645503,8.53437434163458,0.0012368106106931,0.00936375548916321,0.00577995035359398,"Dgkz/Shank1",2
"GO:1990778","protein localization to cell periphery","6/84","409/28928",0.0146699266503667,5.05204331121202,4.45381510213907,0.00123714529201007,0.00936375548916321,0.00577995035359398,"Cplx1/Kcnb1/Nbea/Nsf/Numb/Olfm2",6
"GO:0014911","positive regulation of smooth muscle cell migration","3/84","73/28928",0.0410958904109589,14.1526418786693,6.07194016731131,0.00126870335453044,0.00949935952549856,0.00586365443991622,"Nrp1/Pak1/Tmsb4x",3
"GO:0051932","synaptic transmission, GABAergic","3/84","73/28928",0.0410958904109589,14.1526418786693,6.07194016731131,0.00126870335453044,0.00949935952549856,0.00586365443991622,"Gabra1/Pak1/Prkce",3
"GO:0098900","regulation of action potential","3/84","73/28928",0.0410958904109589,14.1526418786693,6.07194016731131,0.00126870335453044,0.00949935952549856,0.00586365443991622,"Hcn1/Kcnb1/Slc8a2",3
"GO:0043405","regulation of MAP kinase activity","4/84","162/28928",0.0246913580246914,8.50323339212228,5.1680870740363,0.00129096480993929,0.00959724372940631,0.00592407526568881,"Dusp1/Lrrk2/Pak1/Rasgrp1",4
"GO:1903305","regulation of regulated secretory pathway","4/84","162/28928",0.0246913580246914,8.50323339212228,5.1680870740363,0.00129096480993929,0.00959724372940631,0.00592407526568881,"Kcnb1/Lrrk2/Ppfia2/Syt5",4
"GO:0001667","ameboidal-type cell migration","5/84","278/28928",0.0179856115107914,6.19390202124015,4.6958848079883,0.00131493690956096,0.00967936349860785,0.00597476520409897,"Nckap1/Nrp1/Pak1/Prkce/Prox1",5
"GO:0006195","purine nucleotide catabolic process","4/84","163/28928",0.0245398773006135,8.45106631609699,5.1480604649337,0.00132054504408963,0.00967936349860785,0.00597476520409897,"Nudt4/Pde1a/Pfkp/Zbtb20",4
"GO:0050768","negative regulation of neurogenesis","4/84","163/28928",0.0245398773006135,8.45106631609699,5.1480604649337,0.00132054504408963,0.00967936349860785,0.00597476520409897,"Epha7/Nrp1/Ppp3ca/Prox1",4
"GO:1904950","negative regulation of establishment of protein localization","4/84","163/28928",0.0245398773006135,8.45106631609699,5.1480604649337,0.00132054504408963,0.00967936349860785,0.00597476520409897,"Kcnb1/Lrrk2/Ppp3ca/Vsnl1",4
"GO:0090150","establishment of protein localization to membrane","5/84","281/28928",0.0177935943060498,6.12777495339773,4.6612901804642,0.00137862321894905,0.00999004280420891,0.00616653772147636,"Cplx1/Hpca/Kcnb1/Nsf/Pak1",5
"GO:0098935","dendritic transport","2/84","19/28928",0.105263157894737,36.250626566416,8.29450940864879,0.00137971417379064,0.00999004280420891,0.00616653772147636,"Kif5a/Stau2",2
"GO:0141161","regulation of cAMP/PKA signal transduction","2/84","19/28928",0.105263157894737,36.250626566416,8.29450940864879,0.00137971417379064,0.00999004280420891,0.00616653772147636,"Grin2b/Lrrk2",2
"GO:0021700","developmental maturation","6/84","418/28928",0.0143540669856459,4.94326725905673,4.3823730326673,0.00138205953586231,0.00999004280420891,0.00616653772147636,"Kcnb1/Kcnma1/Lrrk2/Neurod2/Ptk2b/Shank1",6
